skill_name	repo_spec	relative_path	discovered_from
cta-writing	guia-matthieu/clawfu-skills	skills/content/cta-writing	https://awesomeclaude.ai/awesome-claude-skills
cto-advisor	davila7/claude-code-templates	cli-tool/components/skills/business-marketing/cto-advisor	https://www.aitmpl.com/
cults-automation	ComposioHQ/awesome-claude-skills	composio-skills/cults-automation	https://github.com/ComposioHQ/awesome-claude-skills
curated-automation	ComposioHQ/awesome-claude-skills	composio-skills/curated-automation	https://github.com/ComposioHQ/awesome-claude-skills
currents-api-automation	ComposioHQ/awesome-claude-skills	composio-skills/currents-api-automation	https://github.com/ComposioHQ/awesome-claude-skills
customer-discovery	guia-matthieu/clawfu-skills	skills/validation/customer-discovery	https://awesomeclaude.ai/awesome-claude-skills
customer-journey-map	deanpeters/Product-Manager-Skills	skills/customer-journey-map	https://awesomeclaude.ai/awesome-claude-skills
customer-journey-mapping-workshop	deanpeters/Product-Manager-Skills	skills/customer-journey-mapping-workshop	https://awesomeclaude.ai/awesome-claude-skills
customer-support	sickn33/antigravity-awesome-skills	skills/customer-support	https://github.com/sickn33/antigravity-awesome-skills
customerio-automation	ComposioHQ/awesome-claude-skills	composio-skills/customerio-automation	https://github.com/ComposioHQ/awesome-claude-skills
customgpt-automation	ComposioHQ/awesome-claude-skills	composio-skills/customgpt-automation	https://github.com/ComposioHQ/awesome-claude-skills
customjs-automation	ComposioHQ/awesome-claude-skills	composio-skills/customjs-automation	https://github.com/ComposioHQ/awesome-claude-skills
customs-trade-compliance	sickn33/antigravity-awesome-skills	skills/customs-trade-compliance	https://github.com/sickn33/antigravity-awesome-skills
cutt-ly-automation	ComposioHQ/awesome-claude-skills	composio-skills/cutt-ly-automation	https://github.com/ComposioHQ/awesome-claude-skills
d2lbrightspace-automation	ComposioHQ/awesome-claude-skills	composio-skills/d2lbrightspace-automation	https://github.com/ComposioHQ/awesome-claude-skills
dadata-ru-automation	ComposioHQ/awesome-claude-skills	composio-skills/dadata-ru-automation	https://github.com/ComposioHQ/awesome-claude-skills
daffy-automation	ComposioHQ/awesome-claude-skills	composio-skills/daffy-automation	https://github.com/ComposioHQ/awesome-claude-skills
daily	sickn33/antigravity-awesome-skills	skills/daily	https://github.com/sickn33/antigravity-awesome-skills
daily-meeting-update	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/daily-meeting-update	https://www.aitmpl.com/
daily-news-report	sickn33/antigravity-awesome-skills	skills/daily-news-report	https://github.com/sickn33/antigravity-awesome-skills
dailybot-automation	ComposioHQ/awesome-claude-skills	composio-skills/dailybot-automation	https://github.com/ComposioHQ/awesome-claude-skills
dan-kennedy-copy	guia-matthieu/clawfu-skills	skills/content/dan-kennedy-copy	https://awesomeclaude.ai/awesome-claude-skills
dapp-builder	raintree-technology/claude-starter	.claude/skills/aptos/shelby/dapp-builder	https://awesomeclaude.ai/awesome-claude-skills
dapp-integration	raintree-technology/claude-starter	.claude/skills/aptos/dapp-integration	https://awesomeclaude.ai/awesome-claude-skills
dask	K-Dense-AI/claude-scientific-skills	scientific-skills/dask	https://awesomeclaude.ai/awesome-claude-skills
data-engineer	sickn33/antigravity-awesome-skills	skills/data-engineer	https://github.com/sickn33/antigravity-awesome-skills
data-engineering-data-driven-feature	sickn33/antigravity-awesome-skills	skills/data-engineering-data-driven-feature	https://github.com/sickn33/antigravity-awesome-skills
data-engineering-data-pipeline	sickn33/antigravity-awesome-skills	skills/data-engineering-data-pipeline	https://github.com/sickn33/antigravity-awesome-skills
data-privacy-compliance	davila7/claude-code-templates	cli-tool/components/skills/enterprise-communication/data-privacy-compliance	https://www.aitmpl.com/
data-processing-nemo-curator	davila7/claude-code-templates	cli-tool/components/skills/ai-research/data-processing-nemo-curator	https://www.aitmpl.com/
data-processing-ray-data	davila7/claude-code-templates	cli-tool/components/skills/ai-research/data-processing-ray-data	https://www.aitmpl.com/
data-quality-frameworks	sickn33/antigravity-awesome-skills	skills/data-quality-frameworks	https://github.com/sickn33/antigravity-awesome-skills
data-scientist	sickn33/antigravity-awesome-skills	skills/data-scientist	https://github.com/sickn33/antigravity-awesome-skills
data-storytelling	sickn33/antigravity-awesome-skills	skills/data-storytelling	https://github.com/sickn33/antigravity-awesome-skills
data-structure-protocol	sickn33/antigravity-awesome-skills	skills/data-structure-protocol	https://github.com/sickn33/antigravity-awesome-skills
data-visualizer	guia-matthieu/clawfu-skills	skills/automation/data-visualizer	https://awesomeclaude.ai/awesome-claude-skills
database	sickn33/antigravity-awesome-skills	skills/database	https://github.com/sickn33/antigravity-awesome-skills
database-admin	sickn33/antigravity-awesome-skills	skills/database-admin	https://github.com/sickn33/antigravity-awesome-skills
database-architect	sickn33/antigravity-awesome-skills	skills/database-architect	https://github.com/sickn33/antigravity-awesome-skills
database-cloud-optimization-cost-optimize	sickn33/antigravity-awesome-skills	skills/database-cloud-optimization-cost-optimize	https://github.com/sickn33/antigravity-awesome-skills
database-design	sickn33/antigravity-awesome-skills	skills/database-design	https://github.com/sickn33/antigravity-awesome-skills
database-migration	sickn33/antigravity-awesome-skills	skills/database-migration	https://github.com/sickn33/antigravity-awesome-skills
database-migrations-migration-observability	sickn33/antigravity-awesome-skills	skills/database-migrations-migration-observability	https://github.com/sickn33/antigravity-awesome-skills
database-migrations-sql-migrations	sickn33/antigravity-awesome-skills	skills/database-migrations-sql-migrations	https://github.com/sickn33/antigravity-awesome-skills
database-optimizer	sickn33/antigravity-awesome-skills	skills/database-optimizer	https://github.com/sickn33/antigravity-awesome-skills
database-schema-designer	davila7/claude-code-templates	cli-tool/components/skills/development/database-schema-designer	https://www.aitmpl.com/
datacommons-client	K-Dense-AI/claude-scientific-skills	scientific-skills/datacommons-client	https://awesomeclaude.ai/awesome-claude-skills
datadog-automation	sickn33/antigravity-awesome-skills	skills/datadog-automation	https://github.com/sickn33/antigravity-awesome-skills
datadog-cli	davila7/claude-code-templates	cli-tool/components/skills/ai-research/datadog-cli	https://www.aitmpl.com/
datagma-automation	ComposioHQ/awesome-claude-skills	composio-skills/datagma-automation	https://github.com/ComposioHQ/awesome-claude-skills
datamol	K-Dense-AI/claude-scientific-skills	scientific-skills/datamol	https://awesomeclaude.ai/awesome-claude-skills
datarobot-automation	ComposioHQ/awesome-claude-skills	composio-skills/datarobot-automation	https://github.com/ComposioHQ/awesome-claude-skills
dbos-golang	sickn33/antigravity-awesome-skills	skills/dbos-golang	https://github.com/sickn33/antigravity-awesome-skills
dbos-python	sickn33/antigravity-awesome-skills	skills/dbos-python	https://github.com/sickn33/antigravity-awesome-skills
dbos-typescript	sickn33/antigravity-awesome-skills	skills/dbos-typescript	https://github.com/sickn33/antigravity-awesome-skills
dbt-transformation-patterns	sickn33/antigravity-awesome-skills	skills/dbt-transformation-patterns	https://github.com/sickn33/antigravity-awesome-skills
ddd-context-mapping	sickn33/antigravity-awesome-skills	skills/ddd-context-mapping	https://github.com/sickn33/antigravity-awesome-skills
ddd-strategic-design	sickn33/antigravity-awesome-skills	skills/ddd-strategic-design	https://github.com/sickn33/antigravity-awesome-skills
ddd-tactical-patterns	sickn33/antigravity-awesome-skills	skills/ddd-tactical-patterns	https://github.com/sickn33/antigravity-awesome-skills
ddia-systems	wondelai/skills	ddia-systems	https://awesomeclaude.ai/awesome-claude-skills
deadline-funnel-automation	ComposioHQ/awesome-claude-skills	composio-skills/deadline-funnel-automation	https://github.com/ComposioHQ/awesome-claude-skills
deadline-prep	davila7/claude-code-templates	cli-tool/components/skills/productivity/deadline-prep	https://www.aitmpl.com/
deal-risk-scoring	guia-matthieu/clawfu-skills	skills/revops/deal-risk-scoring	https://awesomeclaude.ai/awesome-claude-skills
deapi	deapi-ai/claude-code-skills	deapi	https://awesomeclaude.ai/awesome-claude-skills
debug-buttercup	sickn33/antigravity-awesome-skills	skills/debug-buttercup	https://github.com/sickn33/antigravity-awesome-skills
debugger	sickn33/antigravity-awesome-skills	skills/debugger	https://github.com/sickn33/antigravity-awesome-skills
debugging-strategies	sickn33/antigravity-awesome-skills	skills/debugging-strategies	https://github.com/sickn33/antigravity-awesome-skills
debugging-toolkit-smart-debug	sickn33/antigravity-awesome-skills	skills/debugging-toolkit-smart-debug	https://github.com/sickn33/antigravity-awesome-skills
debugging-wizard	jeffallan/claude-skills	skills/debugging-wizard	https://awesomeclaude.ai/awesome-claude-skills
decibel	raintree-technology/claude-starter	.claude/skills/aptos/decibel	https://awesomeclaude.ai/awesome-claude-skills
deel-automation	ComposioHQ/awesome-claude-skills	composio-skills/deel-automation	https://github.com/ComposioHQ/awesome-claude-skills
deep-reference	avifenesh/agnix	tests/fixtures/skills/deep-reference	https://awesomeclaude.ai/awesome-claude-skills
deep-research	sickn33/antigravity-awesome-skills	skills/deep-research	https://github.com/sickn33/antigravity-awesome-skills
deepchem	K-Dense-AI/claude-scientific-skills	scientific-skills/deepchem	https://awesomeclaude.ai/awesome-claude-skills
deepgram-automation	ComposioHQ/awesome-claude-skills	composio-skills/deepgram-automation	https://github.com/ComposioHQ/awesome-claude-skills
deeptools	K-Dense-AI/claude-scientific-skills	scientific-skills/deeptools	https://awesomeclaude.ai/awesome-claude-skills
defi-protocol-templates	sickn33/antigravity-awesome-skills	skills/defi-protocol-templates	https://github.com/sickn33/antigravity-awesome-skills
define-hypothesis	product-on-purpose/pm-skills	skills/define-hypothesis	https://awesomeclaude.ai/awesome-claude-skills
define-jtbd-canvas	product-on-purpose/pm-skills	skills/define-jtbd-canvas	https://awesomeclaude.ai/awesome-claude-skills
define-opportunity-tree	product-on-purpose/pm-skills	skills/define-opportunity-tree	https://awesomeclaude.ai/awesome-claude-skills
define-problem-statement	product-on-purpose/pm-skills	skills/define-problem-statement	https://awesomeclaude.ai/awesome-claude-skills
deliver-edge-cases	product-on-purpose/pm-skills	skills/deliver-edge-cases	https://awesomeclaude.ai/awesome-claude-skills
deliver-launch-checklist	product-on-purpose/pm-skills	skills/deliver-launch-checklist	https://awesomeclaude.ai/awesome-claude-skills
deliver-prd	product-on-purpose/pm-skills	skills/deliver-prd	https://awesomeclaude.ai/awesome-claude-skills
deliver-release-notes	product-on-purpose/pm-skills	skills/deliver-release-notes	https://awesomeclaude.ai/awesome-claude-skills
deliver-user-stories	product-on-purpose/pm-skills	skills/deliver-user-stories	https://awesomeclaude.ai/awesome-claude-skills
deliverability-checker	guia-matthieu/clawfu-skills	skills/email-tools/deliverability-checker	https://awesomeclaude.ai/awesome-claude-skills
demio-automation	ComposioHQ/awesome-claude-skills	composio-skills/demio-automation	https://github.com/ComposioHQ/awesome-claude-skills
denario	K-Dense-AI/claude-scientific-skills	scientific-skills/denario	https://awesomeclaude.ai/awesome-claude-skills
dependency-management-deps-audit	sickn33/antigravity-awesome-skills	skills/dependency-management-deps-audit	https://github.com/sickn33/antigravity-awesome-skills
dependency-updater	davila7/claude-code-templates	cli-tool/components/skills/development/dependency-updater	https://www.aitmpl.com/
dependency-upgrade	sickn33/antigravity-awesome-skills	skills/dependency-upgrade	https://github.com/sickn33/antigravity-awesome-skills
deploy	davila7/claude-code-templates	cli-tool/components/skills/railway/deploy	https://www.aitmpl.com/
deploy-prod	avifenesh/agnix	tests/fixtures/invalid/skills/deploy-prod	https://awesomeclaude.ai/awesome-claude-skills
deployment	davila7/claude-code-templates	cli-tool/components/skills/railway/deployment	https://www.aitmpl.com/
deployment-engineer	sickn33/antigravity-awesome-skills	skills/deployment-engineer	https://github.com/sickn33/antigravity-awesome-skills
deployment-pipeline-design	sickn33/antigravity-awesome-skills	skills/deployment-pipeline-design	https://github.com/sickn33/antigravity-awesome-skills
deployment-procedures	sickn33/antigravity-awesome-skills	skills/deployment-procedures	https://github.com/sickn33/antigravity-awesome-skills
deployment-validation-config-validate	sickn33/antigravity-awesome-skills	skills/deployment-validation-config-validate	https://github.com/sickn33/antigravity-awesome-skills
depmap	K-Dense-AI/claude-scientific-skills	scientific-skills/depmap	https://awesomeclaude.ai/awesome-claude-skills
design-everyday-things	wondelai/skills	design-everyday-things	https://awesomeclaude.ai/awesome-claude-skills
design-md	sickn33/antigravity-awesome-skills	skills/design-md	https://github.com/sickn33/antigravity-awesome-skills
design-orchestration	sickn33/antigravity-awesome-skills	skills/design-orchestration	https://github.com/sickn33/antigravity-awesome-skills
